订单号,合同日期,客户,产品,不含税元,税额元,价税合计元,已回款元,未收元,交付日,模拟发票号,交付单号,标识
KS-INJECTION-1000-S-202308-2,2023-08-05,模拟下游2,工业塑料周转配件,1496880,194594,1691474,1691474,0,2023-08-10,KS-INJECTION-1000-S-202308-2-INV,KS-INJECTION-1000-S-202308-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202308-3,2023-08-05,模拟下游3,工业塑料周转配件,1496880,194595,1691475,1691475,0,2023-08-10,KS-INJECTION-1000-S-202308-3-INV,KS-INJECTION-1000-S-202308-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202309-1,2023-09-05,模拟下游1,工业塑料周转配件,1485120,193066,1678186,1678186,0,2023-09-10,KS-INJECTION-1000-S-202309-1-INV,KS-INJECTION-1000-S-202309-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202309-2,2023-09-05,模拟下游2,工业塑料周转配件,1441440,187387,1628827,1628827,0,2023-09-10,KS-INJECTION-1000-S-202309-2-INV,KS-INJECTION-1000-S-202309-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202309-3,2023-09-05,模拟下游3,工业塑料周转配件,1441440,187387,1628827,1628827,0,2023-09-10,KS-INJECTION-1000-S-202309-3-INV,KS-INJECTION-1000-S-202309-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202310-1,2023-10-05,模拟下游1,工业塑料周转配件,1456560,189353,1645913,1645913,0,2023-10-10,KS-INJECTION-1000-S-202310-1-INV,KS-INJECTION-1000-S-202310-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202310-2,2023-10-05,模拟下游2,工业塑料周转配件,1413720,183784,1597504,1597504,0,2023-10-10,KS-INJECTION-1000-S-202310-2-INV,KS-INJECTION-1000-S-202310-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202310-3,2023-10-05,模拟下游3,工业塑料周转配件,1413720,183783,1597503,1597503,0,2023-10-10,KS-INJECTION-1000-S-202310-3-INV,KS-INJECTION-1000-S-202310-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202311-1,2023-11-05,模拟下游1,工业塑料周转配件,1513680,196778,1710458,1710458,0,2023-11-10,KS-INJECTION-1000-S-202311-1-INV,KS-INJECTION-1000-S-202311-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202311-2,2023-11-05,模拟下游2,工业塑料周转配件,1469160,190991,1660151,1660151,0,2023-11-10,KS-INJECTION-1000-S-202311-2-INV,KS-INJECTION-1000-S-202311-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202311-3,2023-11-05,模拟下游3,工业塑料周转配件,1469160,190991,1660151,1660151,0,2023-11-10,KS-INJECTION-1000-S-202311-3-INV,KS-INJECTION-1000-S-202311-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202312-1,2023-12-05,模拟下游1,工业塑料周转配件,1570800,204204,1775004,1775004,0,2023-12-10,KS-INJECTION-1000-S-202312-1-INV,KS-INJECTION-1000-S-202312-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202312-2,2023-12-05,模拟下游2,工业塑料周转配件,1524600,198198,1722798,1722798,0,2023-12-10,KS-INJECTION-1000-S-202312-2-INV,KS-INJECTION-1000-S-202312-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202312-3,2023-12-05,模拟下游3,工业塑料周转配件,1524600,198198,1722798,1722798,0,2023-12-10,KS-INJECTION-1000-S-202312-3-INV,KS-INJECTION-1000-S-202312-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202401-1,2024-01-05,模拟下游1,工业塑料周转配件,1233792,160393,1394185,1394185,0,2024-01-10,KS-INJECTION-1000-S-202401-1-INV,KS-INJECTION-1000-S-202401-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202401-2,2024-01-05,模拟下游2,工业塑料周转配件,1197504,155676,1353180,1353180,0,2024-01-10,KS-INJECTION-1000-S-202401-2-INV,KS-INJECTION-1000-S-202401-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202401-3,2024-01-05,模拟下游3,工业塑料周转配件,1197504,155675,1353179,1353179,0,2024-01-10,KS-INJECTION-1000-S-202401-3-INV,KS-INJECTION-1000-S-202401-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202402-1,2024-02-05,模拟下游1,工业塑料周转配件,1110413,144354,1254767,1254767,0,2024-02-10,KS-INJECTION-1000-S-202402-1-INV,KS-INJECTION-1000-S-202402-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202402-2,2024-02-05,模拟下游2,工业塑料周转配件,1077754,140108,1217862,1217862,0,2024-02-10,KS-INJECTION-1000-S-202402-2-INV,KS-INJECTION-1000-S-202402-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202402-3,2024-02-05,模拟下游3,工业塑料周转配件,1077753,140108,1217861,1217861,0,2024-02-10,KS-INJECTION-1000-S-202402-3-INV,KS-INJECTION-1000-S-202402-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202403-1,2024-03-05,模拟下游1,工业塑料周转配件,1573085,204501,1777586,1777586,0,2024-03-10,KS-INJECTION-1000-S-202403-1-INV,KS-INJECTION-1000-S-202403-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202403-2,2024-03-05,模拟下游2,工业塑料周转配件,1526818,198486,1725304,1725304,0,2024-03-10,KS-INJECTION-1000-S-202403-2-INV,KS-INJECTION-1000-S-202403-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202403-3,2024-03-05,模拟下游3,工业塑料周转配件,1526817,198487,1725304,1725304,0,2024-03-10,KS-INJECTION-1000-S-202403-3-INV,KS-INJECTION-1000-S-202403-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202404-1,2024-04-05,模拟下游1,工业塑料周转配件,1634774,212521,1847295,1847295,0,2024-04-10,KS-INJECTION-1000-S-202404-1-INV,KS-INJECTION-1000-S-202404-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202404-2,2024-04-05,模拟下游2,工业塑料周转配件,1586693,206270,1792963,1792963,0,2024-04-10,KS-INJECTION-1000-S-202404-2-INV,KS-INJECTION-1000-S-202404-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202404-3,2024-04-05,模拟下游3,工业塑料周转配件,1586693,206270,1792963,1792963,0,2024-04-10,KS-INJECTION-1000-S-202404-3-INV,KS-INJECTION-1000-S-202404-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202405-1,2024-05-05,模拟下游1,工业塑料周转配件,1696464,220540,1917004,1917004,0,2024-05-10,KS-INJECTION-1000-S-202405-1-INV,KS-INJECTION-1000-S-202405-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202405-2,2024-05-05,模拟下游2,工业塑料周转配件,1646568,214054,1860622,1860622,0,2024-05-10,KS-INJECTION-1000-S-202405-2-INV,KS-INJECTION-1000-S-202405-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202405-3,2024-05-05,模拟下游3,工业塑料周转配件,1646568,214054,1860622,1860622,0,2024-05-10,KS-INJECTION-1000-S-202405-3-INV,KS-INJECTION-1000-S-202405-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202406-1,2024-06-05,模拟下游1,工业塑料周转配件,1619352,210516,1829868,1829868,0,2024-06-10,KS-INJECTION-1000-S-202406-1-INV,KS-INJECTION-1000-S-202406-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202406-2,2024-06-05,模拟下游2,工业塑料周转配件,1571724,204324,1776048,1776048,0,2024-06-10,KS-INJECTION-1000-S-202406-2-INV,KS-INJECTION-1000-S-202406-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202406-3,2024-06-05,模拟下游3,工业塑料周转配件,1571724,204324,1776048,1776048,0,2024-06-10,KS-INJECTION-1000-S-202406-3-INV,KS-INJECTION-1000-S-202406-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202407-1,2024-07-05,模拟下游1,工业塑料周转配件,1665619,216530,1882149,1882149,0,2024-07-10,KS-INJECTION-1000-S-202407-1-INV,KS-INJECTION-1000-S-202407-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202407-2,2024-07-05,模拟下游2,工业塑料周转配件,1616630,210162,1826792,1826792,0,2024-07-10,KS-INJECTION-1000-S-202407-2-INV,KS-INJECTION-1000-S-202407-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202407-3,2024-07-05,模拟下游3,工业塑料周转配件,1616631,210162,1826793,1826793,0,2024-07-10,KS-INJECTION-1000-S-202407-3-INV,KS-INJECTION-1000-S-202407-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202408-1,2024-08-05,模拟下游1,工业塑料周转配件,1665619,216530,1882149,1882149,0,2024-08-10,KS-INJECTION-1000-S-202408-1-INV,KS-INJECTION-1000-S-202408-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202408-2,2024-08-05,模拟下游2,工业塑料周转配件,1616630,210162,1826792,1826792,0,2024-08-10,KS-INJECTION-1000-S-202408-2-INV,KS-INJECTION-1000-S-202408-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202408-3,2024-08-05,模拟下游3,工业塑料周转配件,1616631,210162,1826793,1826793,0,2024-08-10,KS-INJECTION-1000-S-202408-3-INV,KS-INJECTION-1000-S-202408-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202409-1,2024-09-05,模拟下游1,工业塑料周转配件,1603930,208511,1812441,1812441,0,2024-09-10,KS-INJECTION-1000-S-202409-1-INV,KS-INJECTION-1000-S-202409-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202409-2,2024-09-05,模拟下游2,工业塑料周转配件,1556755,202378,1759133,1759133,0,2024-09-10,KS-INJECTION-1000-S-202409-2-INV,KS-INJECTION-1000-S-202409-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202409-3,2024-09-05,模拟下游3,工业塑料周转配件,1556755,202378,1759133,1759133,0,2024-09-10,KS-INJECTION-1000-S-202409-3-INV,KS-INJECTION-1000-S-202409-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202410-1,2024-10-05,模拟下游1,工业塑料周转配件,1573085,204501,1777586,1777586,0,2024-10-10,KS-INJECTION-1000-S-202410-1-INV,KS-INJECTION-1000-S-202410-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202410-2,2024-10-05,模拟下游2,工业塑料周转配件,1526818,198486,1725304,1725304,0,2024-10-10,KS-INJECTION-1000-S-202410-2-INV,KS-INJECTION-1000-S-202410-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202410-3,2024-10-05,模拟下游3,工业塑料周转配件,1526817,198487,1725304,1725304,0,2024-10-10,KS-INJECTION-1000-S-202410-3-INV,KS-INJECTION-1000-S-202410-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202411-1,2024-11-05,模拟下游1,工业塑料周转配件,1634774,212521,1847295,1847295,0,2024-11-10,KS-INJECTION-1000-S-202411-1-INV,KS-INJECTION-1000-S-202411-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202411-2,2024-11-05,模拟下游2,工业塑料周转配件,1586693,206270,1792963,1792963,0,2024-11-10,KS-INJECTION-1000-S-202411-2-INV,KS-INJECTION-1000-S-202411-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202411-3,2024-11-05,模拟下游3,工业塑料周转配件,1586693,206270,1792963,1792963,0,2024-11-10,KS-INJECTION-1000-S-202411-3-INV,KS-INJECTION-1000-S-202411-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202412-1,2024-12-05,模拟下游1,工业塑料周转配件,1696464,220540,1917004,1917004,0,2024-12-10,KS-INJECTION-1000-S-202412-1-INV,KS-INJECTION-1000-S-202412-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202412-2,2024-12-05,模拟下游2,工业塑料周转配件,1646568,214054,1860622,1860622,0,2024-12-10,KS-INJECTION-1000-S-202412-2-INV,KS-INJECTION-1000-S-202412-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202412-3,2024-12-05,模拟下游3,工业塑料周转配件,1646568,214054,1860622,1860622,0,2024-12-10,KS-INJECTION-1000-S-202412-3-INV,KS-INJECTION-1000-S-202412-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202501-1,2025-01-05,模拟下游1,工业塑料周转配件,1332495,173225,1505720,1505720,0,2025-01-10,KS-INJECTION-1000-S-202501-1-INV,KS-INJECTION-1000-S-202501-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202501-2,2025-01-05,模拟下游2,工业塑料周转配件,1293304,168130,1461434,1461434,0,2025-01-10,KS-INJECTION-1000-S-202501-2-INV,KS-INJECTION-1000-S-202501-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202501-3,2025-01-05,模拟下游3,工业塑料周转配件,1293305,168129,1461434,1461434,0,2025-01-10,KS-INJECTION-1000-S-202501-3-INV,KS-INJECTION-1000-S-202501-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202502-1,2025-02-05,模拟下游1,工业塑料周转配件,1199247,155902,1355149,1355149,0,2025-02-10,KS-INJECTION-1000-S-202502-1-INV,KS-INJECTION-1000-S-202502-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202502-2,2025-02-05,模拟下游2,工业塑料周转配件,1163975,151317,1315292,1315292,0,2025-02-10,KS-INJECTION-1000-S-202502-2-INV,KS-INJECTION-1000-S-202502-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202502-3,2025-02-05,模拟下游3,工业塑料周转配件,1163974,151316,1315290,1315290,0,2025-02-10,KS-INJECTION-1000-S-202502-3-INV,KS-INJECTION-1000-S-202502-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202503-1,2025-03-05,模拟下游1,工业塑料周转配件,1698932,220861,1919793,1919793,0,2025-03-10,KS-INJECTION-1000-S-202503-1-INV,KS-INJECTION-1000-S-202503-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202503-2,2025-03-05,模拟下游2,工业塑料周转配件,1648964,214365,1863329,1863329,0,2025-03-10,KS-INJECTION-1000-S-202503-2-INV,KS-INJECTION-1000-S-202503-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202503-3,2025-03-05,模拟下游3,工业塑料周转配件,1648964,214366,1863330,1863330,0,2025-03-10,KS-INJECTION-1000-S-202503-3-INV,KS-INJECTION-1000-S-202503-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202504-1,2025-04-05,模拟下游1,工业塑料周转配件,1765555,229522,1995077,1995077,0,2025-04-10,KS-INJECTION-1000-S-202504-1-INV,KS-INJECTION-1000-S-202504-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202504-2,2025-04-05,模拟下游2,工业塑料周转配件,1713627,222771,1936398,1936398,0,2025-04-10,KS-INJECTION-1000-S-202504-2-INV,KS-INJECTION-1000-S-202504-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202504-3,2025-04-05,模拟下游3,工业塑料周转配件,1713626,222772,1936398,1936398,0,2025-04-10,KS-INJECTION-1000-S-202504-3-INV,KS-INJECTION-1000-S-202504-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202505-1,2025-05-05,模拟下游1,工业塑料周转配件,1832181,238184,2070365,2070365,0,2025-05-10,KS-INJECTION-1000-S-202505-1-INV,KS-INJECTION-1000-S-202505-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202505-2,2025-05-05,模拟下游2,工业塑料周转配件,1778293,231178,2009471,2009471,0,2025-05-10,KS-INJECTION-1000-S-202505-2-INV,KS-INJECTION-1000-S-202505-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202505-3,2025-05-05,模拟下游3,工业塑料周转配件,1778294,231178,2009472,2009472,0,2025-05-10,KS-INJECTION-1000-S-202505-3-INV,KS-INJECTION-1000-S-202505-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202506-1,2025-06-05,模拟下游1,工业塑料周转配件,1748900,227357,1976257,1976257,0,2025-06-10,KS-INJECTION-1000-S-202506-1-INV,KS-INJECTION-1000-S-202506-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202506-2,2025-06-05,模拟下游2,工业塑料周转配件,1697462,220670,1918132,1918132,0,2025-06-10,KS-INJECTION-1000-S-202506-2-INV,KS-INJECTION-1000-S-202506-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202506-3,2025-06-05,模拟下游3,工业塑料周转配件,1697462,220670,1918132,1918132,0,2025-06-10,KS-INJECTION-1000-S-202506-3-INV,KS-INJECTION-1000-S-202506-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202507-1,2025-07-05,模拟下游1,工业塑料周转配件,1798868,233853,2032721,2032721,0,2025-07-10,KS-INJECTION-1000-S-202507-1-INV,KS-INJECTION-1000-S-202507-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202507-2,2025-07-05,模拟下游2,工业塑料周转配件,1745960,226975,1972935,1972935,0,2025-07-10,KS-INJECTION-1000-S-202507-2-INV,KS-INJECTION-1000-S-202507-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202507-3,2025-07-05,模拟下游3,工业塑料周转配件,1745960,226974,1972934,1972934,0,2025-07-10,KS-INJECTION-1000-S-202507-3-INV,KS-INJECTION-1000-S-202507-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202508-1,2025-08-05,模拟下游1,工业塑料周转配件,1798868,233853,2032721,2032721,0,2025-08-10,KS-INJECTION-1000-S-202508-1-INV,KS-INJECTION-1000-S-202508-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202508-2,2025-08-05,模拟下游2,工业塑料周转配件,1745960,226975,1972935,1972935,0,2025-08-10,KS-INJECTION-1000-S-202508-2-INV,KS-INJECTION-1000-S-202508-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202508-3,2025-08-05,模拟下游3,工业塑料周转配件,1745960,226974,1972934,1972934,0,2025-08-10,KS-INJECTION-1000-S-202508-3-INV,KS-INJECTION-1000-S-202508-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202509-1,2025-09-05,模拟下游1,工业塑料周转配件,1732246,225192,1957438,1957438,0,2025-09-10,KS-INJECTION-1000-S-202509-1-INV,KS-INJECTION-1000-S-202509-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202509-2,2025-09-05,模拟下游2,工业塑料周转配件,1681297,218569,1899866,1899866,0,2025-09-10,KS-INJECTION-1000-S-202509-2-INV,KS-INJECTION-1000-S-202509-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202509-3,2025-09-05,模拟下游3,工业塑料周转配件,1681297,218568,1899865,1899865,0,2025-09-10,KS-INJECTION-1000-S-202509-3-INV,KS-INJECTION-1000-S-202509-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202510-1,2025-10-05,模拟下游1,工业塑料周转配件,1698932,220861,1919793,1919793,0,2025-10-10,KS-INJECTION-1000-S-202510-1-INV,KS-INJECTION-1000-S-202510-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202510-2,2025-10-05,模拟下游2,工业塑料周转配件,1648964,214365,1863329,1863329,0,2025-10-10,KS-INJECTION-1000-S-202510-2-INV,KS-INJECTION-1000-S-202510-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202510-3,2025-10-05,模拟下游3,工业塑料周转配件,1648964,214366,1863330,1863330,0,2025-10-10,KS-INJECTION-1000-S-202510-3-INV,KS-INJECTION-1000-S-202510-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202511-1,2025-11-05,模拟下游1,工业塑料周转配件,1765555,229522,1995077,1995077,0,2025-11-10,KS-INJECTION-1000-S-202511-1-INV,KS-INJECTION-1000-S-202511-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202511-2,2025-11-05,模拟下游2,工业塑料周转配件,1713627,222771,1936398,1936398,0,2025-11-10,KS-INJECTION-1000-S-202511-2-INV,KS-INJECTION-1000-S-202511-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202511-3,2025-11-05,模拟下游3,工业塑料周转配件,1713626,222772,1936398,1936398,0,2025-11-10,KS-INJECTION-1000-S-202511-3-INV,KS-INJECTION-1000-S-202511-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202512-1,2025-12-05,模拟下游1,工业塑料周转配件,1832181,238184,2070365,2070365,0,2025-12-10,KS-INJECTION-1000-S-202512-1-INV,KS-INJECTION-1000-S-202512-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202512-2,2025-12-05,模拟下游2,工业塑料周转配件,1778293,231178,2009471,2009471,0,2025-12-10,KS-INJECTION-1000-S-202512-2-INV,KS-INJECTION-1000-S-202512-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202512-3,2025-12-05,模拟下游3,工业塑料周转配件,1778294,231178,2009472,2009472,0,2025-12-10,KS-INJECTION-1000-S-202512-3-INV,KS-INJECTION-1000-S-202512-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202601-1,2026-01-05,模拟下游1,工业塑料周转配件,1439094,187082,1626176,1609914,16262,2026-01-10,KS-INJECTION-1000-S-202601-1-INV,KS-INJECTION-1000-S-202601-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202601-2,2026-01-05,模拟下游2,工业塑料周转配件,1396767,181580,1578347,1562564,15783,2026-01-10,KS-INJECTION-1000-S-202601-2-INV,KS-INJECTION-1000-S-202601-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202601-3,2026-01-05,模拟下游3,工业塑料周转配件,1396767,181580,1578347,1562564,15783,2026-01-10,KS-INJECTION-1000-S-202601-3-INV,KS-INJECTION-1000-S-202601-3-DEL,SYNTHETIC
KS-INJECTION-1000-S-202602-1,2026-02-05,模拟下游1,工业塑料周转配件,1295184,168374,1463558,1448922,14636,2026-02-10,KS-INJECTION-1000-S-202602-1-INV,KS-INJECTION-1000-S-202602-1-DEL,SYNTHETIC
KS-INJECTION-1000-S-202602-2,2026-02-05,模拟下游2,工业塑料周转配件,1257090,163422,1420512,1406307,14205,2026-02-10,KS-INJECTION-1000-S-202602-2-INV,KS-INJECTION-1000-S-202602-2-DEL,SYNTHETIC
KS-INJECTION-1000-S-202602-3,2026-02-05,模拟下游3,工业塑料周转配件,1257090,163421,1420511,1406306,14205,2026-02-10,KS-INJECTION-1000-S-202602-3-INV,KS-INJECTION-1000-S-202602-3-DEL,SYNTHETIC
