订单号,合同日期,客户,产品,不含税元,税额元,价税合计元,已回款元,未收元,交付日,模拟发票号,交付单号,标识
KS-LASER-500-S-202304-2,2023-04-05,模拟下游2,标准金属加工件,853300,110929,964229,959408,4821,2023-04-10,KS-LASER-500-S-202304-2-INV,KS-LASER-500-S-202304-2-DEL,SYNTHETIC
KS-LASER-500-S-202304-3,2023-04-05,模拟下游3,标准金属加工件,609500,79235,688735,685291,3444,2023-04-10,KS-LASER-500-S-202304-3-INV,KS-LASER-500-S-202304-3-DEL,SYNTHETIC
KS-LASER-500-S-202305-1,2023-05-05,模拟下游1,标准金属加工件,1012000,131560,1143560,1137842,5718,2023-05-10,KS-LASER-500-S-202305-1-INV,KS-LASER-500-S-202305-1-DEL,SYNTHETIC
KS-LASER-500-S-202305-2,2023-05-05,模拟下游2,标准金属加工件,885500,115115,1000615,995612,5003,2023-05-10,KS-LASER-500-S-202305-2-INV,KS-LASER-500-S-202305-2-DEL,SYNTHETIC
KS-LASER-500-S-202305-3,2023-05-05,模拟下游3,标准金属加工件,632500,82225,714725,711151,3574,2023-05-10,KS-LASER-500-S-202305-3-INV,KS-LASER-500-S-202305-3-DEL,SYNTHETIC
KS-LASER-500-S-202306-1,2023-06-05,模拟下游1,标准金属加工件,966000,125580,1091580,1086122,5458,2023-06-10,KS-LASER-500-S-202306-1-INV,KS-LASER-500-S-202306-1-DEL,SYNTHETIC
KS-LASER-500-S-202306-2,2023-06-05,模拟下游2,标准金属加工件,845250,109882,955132,950356,4776,2023-06-10,KS-LASER-500-S-202306-2-INV,KS-LASER-500-S-202306-2-DEL,SYNTHETIC
KS-LASER-500-S-202306-3,2023-06-05,模拟下游3,标准金属加工件,603750,78488,682238,678827,3411,2023-06-10,KS-LASER-500-S-202306-3-INV,KS-LASER-500-S-202306-3-DEL,SYNTHETIC
KS-LASER-500-S-202307-1,2023-07-05,模拟下游1,标准金属加工件,993600,129168,1122768,1117154,5614,2023-07-10,KS-LASER-500-S-202307-1-INV,KS-LASER-500-S-202307-1-DEL,SYNTHETIC
KS-LASER-500-S-202307-2,2023-07-05,模拟下游2,标准金属加工件,869400,113022,982422,977510,4912,2023-07-10,KS-LASER-500-S-202307-2-INV,KS-LASER-500-S-202307-2-DEL,SYNTHETIC
KS-LASER-500-S-202307-3,2023-07-05,模拟下游3,标准金属加工件,621000,80730,701730,698221,3509,2023-07-10,KS-LASER-500-S-202307-3-INV,KS-LASER-500-S-202307-3-DEL,SYNTHETIC
KS-LASER-500-S-202308-1,2023-08-05,模拟下游1,标准金属加工件,993600,129168,1122768,1117154,5614,2023-08-10,KS-LASER-500-S-202308-1-INV,KS-LASER-500-S-202308-1-DEL,SYNTHETIC
KS-LASER-500-S-202308-2,2023-08-05,模拟下游2,标准金属加工件,869400,113022,982422,977510,4912,2023-08-10,KS-LASER-500-S-202308-2-INV,KS-LASER-500-S-202308-2-DEL,SYNTHETIC
KS-LASER-500-S-202308-3,2023-08-05,模拟下游3,标准金属加工件,621000,80730,701730,698221,3509,2023-08-10,KS-LASER-500-S-202308-3-INV,KS-LASER-500-S-202308-3-DEL,SYNTHETIC
KS-LASER-500-S-202309-1,2023-09-05,模拟下游1,标准金属加工件,956800,124384,1081184,1075778,5406,2023-09-10,KS-LASER-500-S-202309-1-INV,KS-LASER-500-S-202309-1-DEL,SYNTHETIC
KS-LASER-500-S-202309-2,2023-09-05,模拟下游2,标准金属加工件,837200,108836,946036,941306,4730,2023-09-10,KS-LASER-500-S-202309-2-INV,KS-LASER-500-S-202309-2-DEL,SYNTHETIC
KS-LASER-500-S-202309-3,2023-09-05,模拟下游3,标准金属加工件,598000,77740,675740,672361,3379,2023-09-10,KS-LASER-500-S-202309-3-INV,KS-LASER-500-S-202309-3-DEL,SYNTHETIC
KS-LASER-500-S-202310-1,2023-10-05,模拟下游1,标准金属加工件,938400,121992,1060392,1055090,5302,2023-10-10,KS-LASER-500-S-202310-1-INV,KS-LASER-500-S-202310-1-DEL,SYNTHETIC
KS-LASER-500-S-202310-2,2023-10-05,模拟下游2,标准金属加工件,821100,106743,927843,923204,4639,2023-10-10,KS-LASER-500-S-202310-2-INV,KS-LASER-500-S-202310-2-DEL,SYNTHETIC
KS-LASER-500-S-202310-3,2023-10-05,模拟下游3,标准金属加工件,586500,76245,662745,659431,3314,2023-10-10,KS-LASER-500-S-202310-3-INV,KS-LASER-500-S-202310-3-DEL,SYNTHETIC
KS-LASER-500-S-202311-1,2023-11-05,模拟下游1,标准金属加工件,975200,126776,1101976,1096466,5510,2023-11-10,KS-LASER-500-S-202311-1-INV,KS-LASER-500-S-202311-1-DEL,SYNTHETIC
KS-LASER-500-S-202311-2,2023-11-05,模拟下游2,标准金属加工件,853300,110929,964229,959408,4821,2023-11-10,KS-LASER-500-S-202311-2-INV,KS-LASER-500-S-202311-2-DEL,SYNTHETIC
KS-LASER-500-S-202311-3,2023-11-05,模拟下游3,标准金属加工件,609500,79235,688735,685291,3444,2023-11-10,KS-LASER-500-S-202311-3-INV,KS-LASER-500-S-202311-3-DEL,SYNTHETIC
KS-LASER-500-S-202312-1,2023-12-05,模拟下游1,标准金属加工件,1012000,131560,1143560,1137842,5718,2023-12-10,KS-LASER-500-S-202312-1-INV,KS-LASER-500-S-202312-1-DEL,SYNTHETIC
KS-LASER-500-S-202312-2,2023-12-05,模拟下游2,标准金属加工件,885500,115115,1000615,995612,5003,2023-12-10,KS-LASER-500-S-202312-2-INV,KS-LASER-500-S-202312-2-DEL,SYNTHETIC
KS-LASER-500-S-202312-3,2023-12-05,模拟下游3,标准金属加工件,632500,82225,714725,711151,3574,2023-12-10,KS-LASER-500-S-202312-3-INV,KS-LASER-500-S-202312-3-DEL,SYNTHETIC
KS-LASER-500-S-202401-1,2024-01-05,模拟下游1,标准金属加工件,772800,100464,873264,868898,4366,2024-01-10,KS-LASER-500-S-202401-1-INV,KS-LASER-500-S-202401-1-DEL,SYNTHETIC
KS-LASER-500-S-202401-2,2024-01-05,模拟下游2,标准金属加工件,676200,87906,764106,760285,3821,2024-01-10,KS-LASER-500-S-202401-2-INV,KS-LASER-500-S-202401-2-DEL,SYNTHETIC
KS-LASER-500-S-202401-3,2024-01-05,模拟下游3,标准金属加工件,483000,62790,545790,543061,2729,2024-01-10,KS-LASER-500-S-202401-3-INV,KS-LASER-500-S-202401-3-DEL,SYNTHETIC
KS-LASER-500-S-202402-1,2024-02-05,模拟下游1,标准金属加工件,695520,90418,785938,782008,3930,2024-02-10,KS-LASER-500-S-202402-1-INV,KS-LASER-500-S-202402-1-DEL,SYNTHETIC
KS-LASER-500-S-202402-2,2024-02-05,模拟下游2,标准金属加工件,608580,79115,687695,684257,3438,2024-02-10,KS-LASER-500-S-202402-2-INV,KS-LASER-500-S-202402-2-DEL,SYNTHETIC
KS-LASER-500-S-202402-3,2024-02-05,模拟下游3,标准金属加工件,434700,56511,491211,488755,2456,2024-02-10,KS-LASER-500-S-202402-3-INV,KS-LASER-500-S-202402-3-DEL,SYNTHETIC
KS-LASER-500-S-202403-1,2024-03-05,模拟下游1,标准金属加工件,985320,128092,1113412,1107845,5567,2024-03-10,KS-LASER-500-S-202403-1-INV,KS-LASER-500-S-202403-1-DEL,SYNTHETIC
KS-LASER-500-S-202403-2,2024-03-05,模拟下游2,标准金属加工件,862155,112080,974235,969364,4871,2024-03-10,KS-LASER-500-S-202403-2-INV,KS-LASER-500-S-202403-2-DEL,SYNTHETIC
KS-LASER-500-S-202403-3,2024-03-05,模拟下游3,标准金属加工件,615825,80057,695882,692403,3479,2024-03-10,KS-LASER-500-S-202403-3-INV,KS-LASER-500-S-202403-3-DEL,SYNTHETIC
KS-LASER-500-S-202404-1,2024-04-05,模拟下游1,标准金属加工件,1023960,133115,1157075,1151290,5785,2024-04-10,KS-LASER-500-S-202404-1-INV,KS-LASER-500-S-202404-1-DEL,SYNTHETIC
KS-LASER-500-S-202404-2,2024-04-05,模拟下游2,标准金属加工件,895965,116475,1012440,1007378,5062,2024-04-10,KS-LASER-500-S-202404-2-INV,KS-LASER-500-S-202404-2-DEL,SYNTHETIC
KS-LASER-500-S-202404-3,2024-04-05,模拟下游3,标准金属加工件,639975,83197,723172,719556,3616,2024-04-10,KS-LASER-500-S-202404-3-INV,KS-LASER-500-S-202404-3-DEL,SYNTHETIC
KS-LASER-500-S-202405-1,2024-05-05,模拟下游1,标准金属加工件,1062600,138138,1200738,1194734,6004,2024-05-10,KS-LASER-500-S-202405-1-INV,KS-LASER-500-S-202405-1-DEL,SYNTHETIC
KS-LASER-500-S-202405-2,2024-05-05,模拟下游2,标准金属加工件,929775,120871,1050646,1045393,5253,2024-05-10,KS-LASER-500-S-202405-2-INV,KS-LASER-500-S-202405-2-DEL,SYNTHETIC
KS-LASER-500-S-202405-3,2024-05-05,模拟下游3,标准金属加工件,664125,86336,750461,746709,3752,2024-05-10,KS-LASER-500-S-202405-3-INV,KS-LASER-500-S-202405-3-DEL,SYNTHETIC
KS-LASER-500-S-202406-1,2024-06-05,模拟下游1,标准金属加工件,1014300,131859,1146159,1140428,5731,2024-06-10,KS-LASER-500-S-202406-1-INV,KS-LASER-500-S-202406-1-DEL,SYNTHETIC
KS-LASER-500-S-202406-2,2024-06-05,模拟下游2,标准金属加工件,887512,115377,1002889,997875,5014,2024-06-10,KS-LASER-500-S-202406-2-INV,KS-LASER-500-S-202406-2-DEL,SYNTHETIC
KS-LASER-500-S-202406-3,2024-06-05,模拟下游3,标准金属加工件,633938,82412,716350,712768,3582,2024-06-10,KS-LASER-500-S-202406-3-INV,KS-LASER-500-S-202406-3-DEL,SYNTHETIC
KS-LASER-500-S-202407-1,2024-07-05,模拟下游1,标准金属加工件,1043280,135626,1178906,1173011,5895,2024-07-10,KS-LASER-500-S-202407-1-INV,KS-LASER-500-S-202407-1-DEL,SYNTHETIC
KS-LASER-500-S-202407-2,2024-07-05,模拟下游2,标准金属加工件,912870,118673,1031543,1026385,5158,2024-07-10,KS-LASER-500-S-202407-2-INV,KS-LASER-500-S-202407-2-DEL,SYNTHETIC
KS-LASER-500-S-202407-3,2024-07-05,模拟下游3,标准金属加工件,652050,84767,736817,733133,3684,2024-07-10,KS-LASER-500-S-202407-3-INV,KS-LASER-500-S-202407-3-DEL,SYNTHETIC
KS-LASER-500-S-202408-1,2024-08-05,模拟下游1,标准金属加工件,1043280,135626,1178906,1173011,5895,2024-08-10,KS-LASER-500-S-202408-1-INV,KS-LASER-500-S-202408-1-DEL,SYNTHETIC
KS-LASER-500-S-202408-2,2024-08-05,模拟下游2,标准金属加工件,912870,118673,1031543,1026385,5158,2024-08-10,KS-LASER-500-S-202408-2-INV,KS-LASER-500-S-202408-2-DEL,SYNTHETIC
KS-LASER-500-S-202408-3,2024-08-05,模拟下游3,标准金属加工件,652050,84767,736817,733133,3684,2024-08-10,KS-LASER-500-S-202408-3-INV,KS-LASER-500-S-202408-3-DEL,SYNTHETIC
KS-LASER-500-S-202409-1,2024-09-05,模拟下游1,标准金属加工件,1004640,130603,1135243,1129567,5676,2024-09-10,KS-LASER-500-S-202409-1-INV,KS-LASER-500-S-202409-1-DEL,SYNTHETIC
KS-LASER-500-S-202409-2,2024-09-05,模拟下游2,标准金属加工件,879060,114278,993338,988371,4967,2024-09-10,KS-LASER-500-S-202409-2-INV,KS-LASER-500-S-202409-2-DEL,SYNTHETIC
KS-LASER-500-S-202409-3,2024-09-05,模拟下游3,标准金属加工件,627900,81627,709527,705979,3548,2024-09-10,KS-LASER-500-S-202409-3-INV,KS-LASER-500-S-202409-3-DEL,SYNTHETIC
KS-LASER-500-S-202410-1,2024-10-05,模拟下游1,标准金属加工件,985320,128092,1113412,1107845,5567,2024-10-10,KS-LASER-500-S-202410-1-INV,KS-LASER-500-S-202410-1-DEL,SYNTHETIC
KS-LASER-500-S-202410-2,2024-10-05,模拟下游2,标准金属加工件,862155,112080,974235,969364,4871,2024-10-10,KS-LASER-500-S-202410-2-INV,KS-LASER-500-S-202410-2-DEL,SYNTHETIC
KS-LASER-500-S-202410-3,2024-10-05,模拟下游3,标准金属加工件,615825,80057,695882,692403,3479,2024-10-10,KS-LASER-500-S-202410-3-INV,KS-LASER-500-S-202410-3-DEL,SYNTHETIC
KS-LASER-500-S-202411-1,2024-11-05,模拟下游1,标准金属加工件,1023960,133115,1157075,1151290,5785,2024-11-10,KS-LASER-500-S-202411-1-INV,KS-LASER-500-S-202411-1-DEL,SYNTHETIC
KS-LASER-500-S-202411-2,2024-11-05,模拟下游2,标准金属加工件,895965,116475,1012440,1007378,5062,2024-11-10,KS-LASER-500-S-202411-2-INV,KS-LASER-500-S-202411-2-DEL,SYNTHETIC
KS-LASER-500-S-202411-3,2024-11-05,模拟下游3,标准金属加工件,639975,83197,723172,719556,3616,2024-11-10,KS-LASER-500-S-202411-3-INV,KS-LASER-500-S-202411-3-DEL,SYNTHETIC
KS-LASER-500-S-202412-1,2024-12-05,模拟下游1,标准金属加工件,1062600,138138,1200738,1194734,6004,2024-12-10,KS-LASER-500-S-202412-1-INV,KS-LASER-500-S-202412-1-DEL,SYNTHETIC
KS-LASER-500-S-202412-2,2024-12-05,模拟下游2,标准金属加工件,929775,120871,1050646,1045393,5253,2024-12-10,KS-LASER-500-S-202412-2-INV,KS-LASER-500-S-202412-2-DEL,SYNTHETIC
KS-LASER-500-S-202412-3,2024-12-05,模拟下游3,标准金属加工件,664125,86336,750461,746709,3752,2024-12-10,KS-LASER-500-S-202412-3-INV,KS-LASER-500-S-202412-3-DEL,SYNTHETIC
KS-LASER-500-S-202501-1,2025-01-05,模拟下游1,标准金属加工件,811440,105487,916927,912342,4585,2025-01-10,KS-LASER-500-S-202501-1-INV,KS-LASER-500-S-202501-1-DEL,SYNTHETIC
KS-LASER-500-S-202501-2,2025-01-05,模拟下游2,标准金属加工件,710010,92301,802311,798299,4012,2025-01-10,KS-LASER-500-S-202501-2-INV,KS-LASER-500-S-202501-2-DEL,SYNTHETIC
KS-LASER-500-S-202501-3,2025-01-05,模拟下游3,标准金属加工件,507150,65930,573080,570215,2865,2025-01-10,KS-LASER-500-S-202501-3-INV,KS-LASER-500-S-202501-3-DEL,SYNTHETIC
KS-LASER-500-S-202502-1,2025-02-05,模拟下游1,标准金属加工件,730296,94938,825234,821108,4126,2025-02-10,KS-LASER-500-S-202502-1-INV,KS-LASER-500-S-202502-1-DEL,SYNTHETIC
KS-LASER-500-S-202502-2,2025-02-05,模拟下游2,标准金属加工件,639009,83071,722080,718470,3610,2025-02-10,KS-LASER-500-S-202502-2-INV,KS-LASER-500-S-202502-2-DEL,SYNTHETIC
KS-LASER-500-S-202502-3,2025-02-05,模拟下游3,标准金属加工件,456435,59337,515772,513193,2579,2025-02-10,KS-LASER-500-S-202502-3-INV,KS-LASER-500-S-202502-3-DEL,SYNTHETIC
KS-LASER-500-S-202503-1,2025-03-05,模拟下游1,标准金属加工件,1034632,134502,1169134,1163288,5846,2025-03-10,KS-LASER-500-S-202503-1-INV,KS-LASER-500-S-202503-1-DEL,SYNTHETIC
KS-LASER-500-S-202503-2,2025-03-05,模拟下游2,标准金属加工件,905303,117689,1022992,1017877,5115,2025-03-10,KS-LASER-500-S-202503-2-INV,KS-LASER-500-S-202503-2-DEL,SYNTHETIC
KS-LASER-500-S-202503-3,2025-03-05,模拟下游3,标准金属加工件,646645,84064,730709,727055,3654,2025-03-10,KS-LASER-500-S-202503-3-INV,KS-LASER-500-S-202503-3-DEL,SYNTHETIC
KS-LASER-500-S-202504-1,2025-04-05,模拟下游1,标准金属加工件,1075112,139764,1214876,1208802,6074,2025-04-10,KS-LASER-500-S-202504-1-INV,KS-LASER-500-S-202504-1-DEL,SYNTHETIC
KS-LASER-500-S-202504-2,2025-04-05,模拟下游2,标准金属加工件,940723,122294,1063017,1057702,5315,2025-04-10,KS-LASER-500-S-202504-2-INV,KS-LASER-500-S-202504-2-DEL,SYNTHETIC
KS-LASER-500-S-202504-3,2025-04-05,模拟下游3,标准金属加工件,671945,87353,759298,755502,3796,2025-04-10,KS-LASER-500-S-202504-3-INV,KS-LASER-500-S-202504-3-DEL,SYNTHETIC
KS-LASER-500-S-202505-1,2025-05-05,模拟下游1,标准金属加工件,1115776,145051,1260827,1254523,6304,2025-05-10,KS-LASER-500-S-202505-1-INV,KS-LASER-500-S-202505-1-DEL,SYNTHETIC
KS-LASER-500-S-202505-2,2025-05-05,模拟下游2,标准金属加工件,976304,126919,1103223,1097707,5516,2025-05-10,KS-LASER-500-S-202505-2-INV,KS-LASER-500-S-202505-2-DEL,SYNTHETIC
KS-LASER-500-S-202505-3,2025-05-05,模拟下游3,标准金属加工件,697360,90657,788017,784077,3940,2025-05-10,KS-LASER-500-S-202505-3-INV,KS-LASER-500-S-202505-3-DEL,SYNTHETIC
KS-LASER-500-S-202506-1,2025-06-05,模拟下游1,标准金属加工件,1064992,138449,1203441,1197424,6017,2025-06-10,KS-LASER-500-S-202506-1-INV,KS-LASER-500-S-202506-1-DEL,SYNTHETIC
KS-LASER-500-S-202506-2,2025-06-05,模拟下游2,标准金属加工件,931868,121143,1053011,1047746,5265,2025-06-10,KS-LASER-500-S-202506-2-INV,KS-LASER-500-S-202506-2-DEL,SYNTHETIC
KS-LASER-500-S-202506-3,2025-06-05,模拟下游3,标准金属加工件,665620,86530,752150,748389,3761,2025-06-10,KS-LASER-500-S-202506-3-INV,KS-LASER-500-S-202506-3-DEL,SYNTHETIC
KS-LASER-500-S-202507-1,2025-07-05,模拟下游1,标准金属加工件,1095444,142408,1237852,1231663,6189,2025-07-10,KS-LASER-500-S-202507-1-INV,KS-LASER-500-S-202507-1-DEL,SYNTHETIC
KS-LASER-500-S-202507-2,2025-07-05,模拟下游2,标准金属加工件,958513,124607,1083120,1077704,5416,2025-07-10,KS-LASER-500-S-202507-2-INV,KS-LASER-500-S-202507-2-DEL,SYNTHETIC
KS-LASER-500-S-202507-3,2025-07-05,模拟下游3,标准金属加工件,684653,89004,773657,769789,3868,2025-07-10,KS-LASER-500-S-202507-3-INV,KS-LASER-500-S-202507-3-DEL,SYNTHETIC
KS-LASER-500-S-202508-1,2025-08-05,模拟下游1,标准金属加工件,1095444,142408,1237852,1231663,6189,2025-08-10,KS-LASER-500-S-202508-1-INV,KS-LASER-500-S-202508-1-DEL,SYNTHETIC
KS-LASER-500-S-202508-2,2025-08-05,模拟下游2,标准金属加工件,958513,124607,1083120,1077704,5416,2025-08-10,KS-LASER-500-S-202508-2-INV,KS-LASER-500-S-202508-2-DEL,SYNTHETIC
KS-LASER-500-S-202508-3,2025-08-05,模拟下游3,标准金属加工件,684653,89004,773657,769789,3868,2025-08-10,KS-LASER-500-S-202508-3-INV,KS-LASER-500-S-202508-3-DEL,SYNTHETIC
KS-LASER-500-S-202509-1,2025-09-05,模拟下游1,标准金属加工件,1054872,137133,1192005,1186045,5960,2025-09-10,KS-LASER-500-S-202509-1-INV,KS-LASER-500-S-202509-1-DEL,SYNTHETIC
KS-LASER-500-S-202509-2,2025-09-05,模拟下游2,标准金属加工件,923013,119992,1043005,1037790,5215,2025-09-10,KS-LASER-500-S-202509-2-INV,KS-LASER-500-S-202509-2-DEL,SYNTHETIC
KS-LASER-500-S-202509-3,2025-09-05,模拟下游3,标准金属加工件,659295,85708,745003,741278,3725,2025-09-10,KS-LASER-500-S-202509-3-INV,KS-LASER-500-S-202509-3-DEL,SYNTHETIC
KS-LASER-500-S-202510-1,2025-10-05,模拟下游1,标准金属加工件,1034632,134502,1169134,1163288,5846,2025-10-10,KS-LASER-500-S-202510-1-INV,KS-LASER-500-S-202510-1-DEL,SYNTHETIC
KS-LASER-500-S-202510-2,2025-10-05,模拟下游2,标准金属加工件,905303,117689,1022992,1017877,5115,2025-10-10,KS-LASER-500-S-202510-2-INV,KS-LASER-500-S-202510-2-DEL,SYNTHETIC
KS-LASER-500-S-202510-3,2025-10-05,模拟下游3,标准金属加工件,646645,84064,730709,727055,3654,2025-10-10,KS-LASER-500-S-202510-3-INV,KS-LASER-500-S-202510-3-DEL,SYNTHETIC
KS-LASER-500-S-202511-1,2025-11-05,模拟下游1,标准金属加工件,1075112,139764,1214876,1208802,6074,2025-11-10,KS-LASER-500-S-202511-1-INV,KS-LASER-500-S-202511-1-DEL,SYNTHETIC
KS-LASER-500-S-202511-2,2025-11-05,模拟下游2,标准金属加工件,940723,122294,1063017,1057702,5315,2025-11-10,KS-LASER-500-S-202511-2-INV,KS-LASER-500-S-202511-2-DEL,SYNTHETIC
KS-LASER-500-S-202511-3,2025-11-05,模拟下游3,标准金属加工件,671945,87353,759298,755502,3796,2025-11-10,KS-LASER-500-S-202511-3-INV,KS-LASER-500-S-202511-3-DEL,SYNTHETIC
KS-LASER-500-S-202512-1,2025-12-05,模拟下游1,标准金属加工件,1115776,145051,1260827,1254523,6304,2025-12-10,KS-LASER-500-S-202512-1-INV,KS-LASER-500-S-202512-1-DEL,SYNTHETIC
KS-LASER-500-S-202512-2,2025-12-05,模拟下游2,标准金属加工件,976304,126919,1103223,1097707,5516,2025-12-10,KS-LASER-500-S-202512-2-INV,KS-LASER-500-S-202512-2-DEL,SYNTHETIC
KS-LASER-500-S-202512-3,2025-12-05,模拟下游3,标准金属加工件,697360,90657,788017,784077,3940,2025-12-10,KS-LASER-500-S-202512-3-INV,KS-LASER-500-S-202512-3-DEL,SYNTHETIC
KS-LASER-500-S-202601-1,2026-01-05,模拟下游1,标准金属加工件,852012,110762,962774,914635,48139,2026-01-10,KS-LASER-500-S-202601-1-INV,KS-LASER-500-S-202601-1-DEL,SYNTHETIC
KS-LASER-500-S-202601-2,2026-01-05,模拟下游2,标准金属加工件,745510,96916,842426,800305,42121,2026-01-10,KS-LASER-500-S-202601-2-INV,KS-LASER-500-S-202601-2-DEL,SYNTHETIC
KS-LASER-500-S-202601-3,2026-01-05,模拟下游3,标准金属加工件,532508,69226,601734,571647,30087,2026-01-10,KS-LASER-500-S-202601-3-INV,KS-LASER-500-S-202601-3-DEL,SYNTHETIC
KS-LASER-500-S-202602-1,2026-02-05,模拟下游1,标准金属加工件,766820,99686,866506,823181,43325,2026-02-10,KS-LASER-500-S-202602-1-INV,KS-LASER-500-S-202602-1-DEL,SYNTHETIC
KS-LASER-500-S-202602-2,2026-02-05,模拟下游2,标准金属加工件,670968,87226,758194,720284,37910,2026-02-10,KS-LASER-500-S-202602-2-INV,KS-LASER-500-S-202602-2-DEL,SYNTHETIC
KS-LASER-500-S-202602-3,2026-02-05,模拟下游3,标准金属加工件,479262,62304,541566,514488,27078,2026-02-10,KS-LASER-500-S-202602-3-INV,KS-LASER-500-S-202602-3-DEL,SYNTHETIC
KS-LASER-500-S-202603-1,2026-03-05,模拟下游1,标准金属加工件,1086336,141224,1227560,1166182,61378,2026-03-10,KS-LASER-500-S-202603-1-INV,KS-LASER-500-S-202603-1-DEL,SYNTHETIC
KS-LASER-500-S-202603-2,2026-03-05,模拟下游2,标准金属加工件,950544,123571,1074115,1020409,53706,2026-03-10,KS-LASER-500-S-202603-2-INV,KS-LASER-500-S-202603-2-DEL,SYNTHETIC
KS-LASER-500-S-202603-3,2026-03-05,模拟下游3,标准金属加工件,678960,88264,767224,728863,38361,2026-03-10,KS-LASER-500-S-202603-3-INV,KS-LASER-500-S-202603-3-DEL,SYNTHETIC
KS-LASER-500-S-202604-1,2026-04-05,模拟下游1,标准金属加工件,1128932,146761,1275693,1211908,63785,2026-04-10,KS-LASER-500-S-202604-1-INV,KS-LASER-500-S-202604-1-DEL,SYNTHETIC
KS-LASER-500-S-202604-2,2026-04-05,模拟下游2,标准金属加工件,987815,128416,1116231,1060419,55812,2026-04-10,KS-LASER-500-S-202604-2-INV,KS-LASER-500-S-202604-2-DEL,SYNTHETIC
KS-LASER-500-S-202604-3,2026-04-05,模拟下游3,标准金属加工件,705583,91726,797309,757444,39865,2026-04-10,KS-LASER-500-S-202604-3-INV,KS-LASER-500-S-202604-3-DEL,SYNTHETIC
KS-LASER-500-S-202605-1,2026-05-05,模拟下游1,标准金属加工件,1171528,152299,1323827,1257636,66191,2026-05-10,KS-LASER-500-S-202605-1-INV,KS-LASER-500-S-202605-1-DEL,SYNTHETIC
KS-LASER-500-S-202605-2,2026-05-05,模拟下游2,标准金属加工件,1025087,133261,1158348,1100431,57917,2026-05-10,KS-LASER-500-S-202605-2-INV,KS-LASER-500-S-202605-2-DEL,SYNTHETIC
KS-LASER-500-S-202605-3,2026-05-05,模拟下游3,标准金属加工件,732205,95187,827392,786022,41370,2026-05-10,KS-LASER-500-S-202605-3-INV,KS-LASER-500-S-202605-3-DEL,SYNTHETIC
KS-LASER-500-S-202606-1,2026-06-05,模拟下游1,标准金属加工件,1118260,145374,1263634,1200452,63182,2026-06-10,KS-LASER-500-S-202606-1-INV,KS-LASER-500-S-202606-1-DEL,SYNTHETIC
KS-LASER-500-S-202606-2,2026-06-05,模拟下游2,标准金属加工件,978477,127202,1105679,1050395,55284,2026-06-10,KS-LASER-500-S-202606-2-INV,KS-LASER-500-S-202606-2-DEL,SYNTHETIC
KS-LASER-500-S-202606-3,2026-06-05,模拟下游3,标准金属加工件,698913,90858,789771,750282,39489,2026-06-10,KS-LASER-500-S-202606-3-INV,KS-LASER-500-S-202606-3-DEL,SYNTHETIC
KS-LASER-500-S-202607-1,2026-07-05,模拟下游1,标准金属加工件,1150184,149524,1299708,1234723,64985,2026-07-10,KS-LASER-500-S-202607-1-INV,KS-LASER-500-S-202607-1-DEL,SYNTHETIC
